WEAPON SOURCE COUNTRY,Location.Cordinates.Latitude,Location.Cordinates.Longitude,Data.Yeild.Upper,Data.Name,Date.Year
FRANCE,-22.147,-138.852,150,Hyrtacos,1990
UK,37.227,-116.371,150,Houston,1990
FRANCE,-21.906,-138.96,150,Thoas,1990
USA,37.104,-116.074,20,Coso B/G/S,1991
USA,37.296,-116.313,150,Bexar,1991
USA,37.245,-116.442,150,Montello,1991
FRANCE,-21,-138,5,Melanippe,1991
FRANCE,-21.832,-139.014,150,Alcinoos,1991
FRANCE,-22.267,-138.766,150,Periclymenos,1991
FRANCE,-21.865,-139.065,150,Pitthee,1991
FRANCE,-21,-138,5,Coronis,1991
FRANCE,-21.833,-138.995,150,Lycurgue,1991
USA,37.087,-116.002,20,Floydada,1991
USA,37.226,-116.428,150,Hoya,1991
USA,37.236,-116.166,20,Distant Zenith,1991
USA,37.063,-116.045,150,Lubbock,1991
UK,37.096,-116.07,20,Bristol,1991
USA,37.272,-116.36,150,Junction,1992
USA,37,-116,20,Dimond Fortune,1992
CHINA,41.604,88.813,660,Nan,1992
USA,37.005,-116.01,20,Victoria,1992
USA,37.124,-116.031,20,Galena Y/O/G,1992
USA,37.207,-116.21,20,Hunters Trophy,1992
USA,37.021,-115.988,20,Divider,1992
CHINA,41.763,88.387,20,Nan,1992
CHINA,41.667,88.695,80,Nan,1993
CHINA,41.527,88.71,120,Nan,1994
CHINA,41.662,88.753,120,Nan,1994
CHINA,41.603,88.82,200,Nan,1995
CHINA,41.559,88.8,160,Nan,1995
FRANCE,-21.852,-138.844,20,Tethys,1995
FRANCE,-22.25,-138.745,110,Ploutos,1995
FRANCE,-21.891,-138.983,60,Aepytos,1995
FRANCE,-21.879,-139.032,40,Pbegee,1995
FRANCE,-21.881,-138.973,30,Themisto,1995
FRANCE,-22.236,-138.815,120,Xouthos,1996
CHINA,41.65,88.76,120,Nan,1996
CHINA,41.69,88.35,12,Nan,1996
INDIA,27.07,71.7,20,Shakti 1-3,1998
INDIA,27.07,71.7,1,Nan,1998
PAKIST,28.9,64.89,35,Nan,1998
PAKIST,28.49,63.78,18,Nan,1998
